identifier	text	seq	syn	dep_left	dep_right	chunk
tree	a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown.	['a', 'tall', 'perennial', 'woody', 'plant', 'having', 'a', 'main', 'trunk', 'and', 'branches', 'forming', 'a', 'distinct', 'elevated', 'crown', '.']	[['a', 'tall', 'perennial', 'woody', 'plant'], ['having', ['a', 'main', 'trunk', 'and', 'branches'], ['forming', ['a', 'distinct', 'elevated', 'crown']]], '.']	['plant', 'a', 'tall', 'perennial', 'woody', ['having', ['trunk', 'a', 'main', 'and', 'branches', ['forming', ['crown', 'a', 'distinct', 'elevated']]]], '.']	['a', 'tall', 'perennial', 'woody', [['a', 'main', 'and', 'branches', [['a', 'distinct', 'elevated', 'crown'], 'forming'], 'trunk'], 'having'], '.', 'plant']	[['a', 'tall', 'perennial', 'woody', 'plant'], 'having', ['a', 'main', 'trunk'], 'and', 'branches', 'forming', ['a', 'distinct', 'elevated', 'crown'], '.']
tropical	relating to or situated in or characteristic of the tropics (the region on either side of the equator).	['relating', 'to', 'or', 'situated', 'in', 'or', 'characteristic', 'of', 'the', 'tropics', '(', 'the', 'region', 'on', 'either', 'side', 'of', 'the', 'equator', ')', '.']	[['relating', 'to'], 'or', [['situated', 'in'], 'or', ['characteristic', ['of', [['the', 'tropics'], ['-LRB-', [['the', 'region'], ['on', [['either', 'side'], ['of', ['the', 'equator']]]]], '-RRB-']]]]], '.']	['relating', ['to', 'or', 'situated', ['tropics', ['in', 'or', 'characteristic'], 'of', 'the'], ['region', '-LRB-', 'the', ['side', 'on', 'either', ['equator', 'of', 'the']], '-RRB-']], '.']	[['or', 'situated', [['or', 'characteristic', 'in'], 'of', 'the', 'tropics'], ['-LRB-', 'the', ['on', 'either', ['of', 'the', 'equator'], 'side'], '-RRB-', 'region'], 'to'], '.', 'relating']	['relating', 'to', 'or', 'situated', 'in', 'or', 'characteristic', 'of', ['the', 'tropics'], '(', 'the', 'region', 'on', ['either', 'side'], 'of', ['the', 'equator'], ')', '.']
truck	an automotive vehicle suitable for hauling.	['an', 'automotive', 'vehicle', 'suitable', 'for', 'hauling', '.']	[['an', 'automotive', 'vehicle'], ['suitable', ['for', 'hauling']], '.']	['vehicle', 'an', 'automotive', ['suitable', ['hauling', 'for']], '.']	['an', 'automotive', [['for', 'hauling'], 'suitable'], '.', 'vehicle']	[['an', 'automotive', 'vehicle'], 'suitable', 'for', 'hauling', '.']
tulip	any of numerous perennial bulbous herbs having linear or broadly lanceolate leaves and usually a single showy flower.	['any', 'of', 'numerous', 'perennial', 'bulbous', 'herbs', 'having', 'linear', 'or', 'broadly', 'lanceolate', 'leaves', 'and', 'usually', 'a', 'single', 'showy', 'flower', '.']	['any', ['of', [['numerous', 'perennial', 'bulbous', 'herbs'], ['having', [[['linear', 'or', ['broadly', 'lanceolate']], 'leaves'], 'and', ['usually', 'a', 'single', 'showy', 'flower']]]]], '.']	['any', ['herbs', 'of', 'numerous', 'perennial', 'bulbous', ['having', ['leaves', ['linear', 'or', 'broadly'], 'lanceolate']]], 'and', ['flower', 'usually', 'a', 'single', 'showy'], '.']	[['of', 'numerous', 'perennial', 'bulbous', [[['or', 'broadly', 'linear'], 'lanceolate', 'leaves'], 'having'], 'herbs'], 'and', ['usually', 'a', 'single', 'showy', 'flower'], '.', 'any']	['any', 'of', ['numerous', 'perennial', 'bulbous', 'herbs'], 'having', 'linear', 'or', 'broadly', ['lanceolate', 'leaves'], 'and', ['usually', 'a', 'single', 'showy', 'flower'], '.']
tunnel	a passageway through or under something, usually underground (especially one for trains or cars).	['a', 'passageway', 'through', 'or', 'under', 'something', ',', 'usually', 'underground', '(', 'especially', 'one', 'for', 'trains', 'or', 'cars', ')', '.']	[['a', 'passageway'], ['through', 'or', 'under', ['something', ',', ['usually', 'underground', ['-LRB-', [['especially', 'one'], ['for', ['trains', 'or', 'cars']]], '-RRB-']]]], '.']	['passageway', 'a', ['something', ['through', 'or', 'under']], ',', ['underground', 'usually', ['one', '-LRB-', 'especially', ['trains', 'for', 'or', 'cars'], '-RRB-']], '.']	['a', [['or', 'under', 'through'], 'something'], ',', ['usually', ['-LRB-', 'especially', ['for', 'or', 'cars', 'trains'], '-RRB-', 'one'], 'underground'], '.', 'passageway']	[['a', 'passageway'], 'through', 'or', 'under', 'something', ',', 'usually', 'underground', '(', 'especially', 'one', 'for', 'trains', 'or', 'cars', ')', '.']
tv	broadcasting visual images of stationary or moving objects.	['broadcasting', 'visual', 'images', 'of', 'stationary', 'or', 'moving', 'objects', '.']	[[['broadcasting', [['visual', 'images'], ['of', 'stationary']]], 'or', ['moving', 'objects']], '.']	['broadcasting', ['images', 'visual', ['objects', 'of', ['stationary', 'or', 'moving']]], '.']	[['visual', ['of', ['or', 'moving', 'stationary'], 'objects'], 'images'], '.', 'broadcasting']	['broadcasting', ['visual', 'images'], 'of', ['stationary', 'or', 'moving', 'objects'], '.']
twig	a small branch or division of a branch (especially a terminal division).	['a', 'small', 'branch', 'or', 'division', 'of', 'a', 'branch', '(', 'especially', 'a', 'terminal', 'division', ')', '.']	[['a', 'small', 'branch', 'or', 'division'], ['of', [['a', 'branch'], ['-LRB-', 'especially', ['a', 'terminal', 'division'], '-RRB-']]], '.']	['branch', 'a', 'small', 'or', 'division', ['branch', 'of', 'a', ['division', '-LRB-', 'especially', 'a', 'terminal', '-RRB-']], '.']	['a', 'small', 'or', 'division', ['of', 'a', ['-LRB-', 'especially', 'a', 'terminal', '-RRB-', 'division'], 'branch'], '.', 'branch']	[['a', 'small', 'branch'], 'or', 'division', 'of', ['a', 'branch'], '(', ['especially', 'a', 'terminal', 'division'], 'of', 'a', 'branch', '(', 'especially', 'a', 'terminal', 'division', ')', '.']
umbrella	a lightweight handheld collapsible canopy.	['a', 'lightweight', 'handheld', 'collapsible', 'canopy', '.']	['a', 'lightweight', 'handheld', 'collapsible', 'canopy', '.']	['canopy', 'a', 'lightweight', 'handheld', 'collapsible', '.']	['a', 'lightweight', 'handheld', 'collapsible', '.', 'canopy']	[['a', 'lightweight', 'handheld', 'collapsible', 'canopy'], '.']
underground	a secret group organized to overthrow a government or occupation force.	['a', 'secret', 'group', 'organized', 'to', 'overthrow', 'a', 'government', 'or', 'occupation', 'force', '.']	[['a', 'secret', 'group'], ['organized', ['to', ['overthrow', ['a', 'government', 'or', 'occupation', 'force']]]], '.']	['group', 'a', 'secret', ['organized', ['overthrow', 'to', ['government', 'a', 'or', ['force', 'occupation']]]], '.']	['a', 'secret', [['to', ['a', 'or', ['occupation', 'force'], 'government'], 'overthrow'], 'organized'], '.', 'group']	[['a', 'secret', 'group'], 'organized', 'to', 'overthrow', ['a', 'government', 'or', 'occupation', 'force'], '.']
underwater	beneath the surface of the water.	['beneath', 'the', 'surface', 'of', 'the', 'water', '.']	[['beneath', [['the', 'surface'], ['of', ['the', 'water']]]], '.']	['surface', 'beneath', 'the', ['water', 'of', 'the'], '.']	['beneath', 'the', ['of', 'the', 'water'], '.', 'surface']	['beneath', ['the', 'surface'], 'of', ['the', 'water'], '.']
uniform	clothing of distinctive design worn by members of a particular group as a means of identification.	['clothing', 'of', 'distinctive', 'design', 'worn', 'by', 'members', 'of', 'a', 'particular', 'group', 'as', 'a', 'means', 'of', 'identification', '.']	[['clothing', ['of', ['distinctive', 'design']]], ['worn', ['by', ['members', ['of', ['a', 'particular', 'group']]]], ['as', [['a', 'means'], ['of', 'identification']]]], '.']	['clothing', ['design', 'of', 'distinctive'], ['worn', ['members', 'by', ['group', 'of', 'a', 'particular']], ['means', 'as', 'a', ['identification', 'of']]], '.']	[['of', 'distinctive', 'design'], [['by', ['of', 'a', 'particular', 'group'], 'members'], ['as', 'a', ['of', 'identification'], 'means'], 'worn'], '.', 'clothing']	['clothing', 'of', ['distinctive', 'design'], 'worn', 'by', 'members', 'of', ['a', 'particular', 'group'], 'as', ['a', 'means'], 'of', 'identification', '.']
urban	relating to or concerned with a city or densely populated area.	['relating', 'to', 'or', 'concerned', 'with', 'a', 'city', 'or', 'densely', 'populated', 'area', '.']	[['relating', 'to'], 'or', ['concerned', ['with', [['a', 'city'], 'or', [['densely', 'populated'], 'area']]]], '.']	['relating', ['to', 'or', 'concerned', ['city', 'with', 'a', 'or', ['area', ['populated', 'densely']]]], '.']	[['or', 'concerned', ['with', 'a', 'or', [['densely', 'populated'], 'area'], 'city'], 'to'], '.', 'relating']	['relating', 'to', 'or', 'concerned', 'with', ['a', 'city'], 'or', ['densely', 'populated', 'area'], '.']
vacation	leisure time away from work devoted to rest or pleasure.	['leisure', 'time', 'away', 'from', 'work', 'devoted', 'to', 'rest', 'or', 'pleasure', '.']	[['leisure', 'time'], [['away', ['from', 'work']], 'devoted', ['to', ['rest', 'or', 'pleasure']]], '.']	['time', 'leisure', ['away', ['work', 'from', ['devoted', ['rest', 'to', 'or', 'pleasure']]]], '.']	['leisure', [['from', [['to', 'or', 'pleasure', 'rest'], 'devoted'], 'work'], 'away'], '.', 'time']	['leisure', 'time', 'away', 'from', 'work', 'devoted', 'to', 'rest', 'or', 'pleasure', '.']
valentine	a sweetheart chosen to receive a greeting on Saint Valentine's Day.	"['a', 'sweetheart', 'chosen', 'to', 'receive', 'a', 'greeting', 'on', 'Saint', 'Valentine', ""'s"", 'Day', '.']"	"[['a', 'sweetheart'], ['chosen', ['to', ['receive', [['a', 'greeting'], ['on', [['Saint', 'Valentine', ""'s""], 'Day']]]]]], '.']"	"['sweetheart', 'a', ['chosen', ['receive', 'to', ['greeting', 'a', ['Day', 'on', ['Valentine', 'Saint', ""'s""]]]]], '.']"	"['a', [['to', ['a', ['on', ['Saint', ""'s"", 'Valentine'], 'Day'], 'greeting'], 'receive'], 'chosen'], '.', 'sweetheart']"	"[['a', 'sweetheart'], 'chosen', 'to', 'receive', ['a', 'greeting'], 'on', ['Saint', 'Valentine', ""'s"", 'Day'], '.']"
valley	a long depression in the surface of the land that usually contains a river.	['a', 'long', 'depression', 'in', 'the', 'surface', 'of', 'the', 'land', 'that', 'usually', 'contains', 'a', 'river', '.']	[['a', 'long', 'depression'], ['in', [['the', 'surface'], ['of', [['the', 'land'], ['that', ['usually', ['contains', ['a', 'river']]]]]]]], '.']	['depression', 'a', 'long', ['surface', 'in', 'the', ['land', 'of', 'the', ['contains', 'that', 'usually', ['river', 'a']]]], '.']	['a', 'long', ['in', 'the', ['of', 'the', ['that', 'usually', ['a', 'river'], 'contains'], 'land'], 'surface'], '.', 'depression']	[['a', 'long', 'depression'], 'in', ['the', 'surface'], 'of', ['the', 'land'], 'that', 'usually', 'contains', ['a', 'river'], '.']
van	any creative group active in the innovation and application of new concepts and techniques in a given field (especially in the arts).	['any', 'creative', 'group', 'active', 'in', 'the', 'innovation', 'and', 'application', 'of', 'new', 'concepts', 'and', 'techniques', 'in', 'a', 'given', 'field', '(', 'especially', 'in', 'the', 'arts', ')', '.']	[['any', 'creative', 'group'], ['active', ['in', [['the', 'innovation', 'and', 'application'], ['of', [['new', 'concepts', 'and', 'techniques'], ['in', [['a', 'given', 'field'], ['-LRB-', ['especially', 'in', ['the', 'arts']], '-RRB-']]]]]]]], '.']	['group', 'any', 'creative', ['active', ['innovation', 'in', 'the', 'and', 'application', ['concepts', 'of', 'new', 'and', 'techniques']]], ['field', 'in', 'a', 'given', ['arts', '-LRB-', 'especially', 'in', 'the', '-RRB-']], '.']	['any', 'creative', [['in', 'the', 'and', 'application', ['of', 'new', 'and', 'techniques', 'concepts'], 'innovation'], 'active'], ['in', 'a', 'given', ['-LRB-', 'especially', 'in', 'the', '-RRB-', 'arts'], 'field'], '.', 'group']	[['any', 'creative', 'group'], 'active', 'in', ['the', 'innovation'], 'and', 'application', 'of', ['new', 'concepts'], 'and', 'techniques', 'in', ['a', 'given', 'field'], '(', 'especially', 'in', ['the', 'arts'], ')', '.']
vehicle	a conveyance that transports people or objects.	['a', 'conveyance', 'that', 'transports', 'people', 'or', 'objects', '.']	['a', 'conveyance', ['that', ['transports', ['people', 'or', 'objects']]], '.']	['conveyance', 'a', ['transports', 'that', ['people', 'or', 'objects']], '.']	['a', ['that', ['or', 'objects', 'people'], 'transports'], '.', 'conveyance']	[['a', 'conveyance'], 'that', 'transports', 'people', 'or', 'objects', '.']
view	a way of regarding situations or topics etc.	['a', 'way', 'of', 'regarding', 'situations', 'or', 'topics', 'etc', '.']	[['a', 'way'], ['of', ['regarding', [['situations', 'or', 'topics'], 'etc.']]], '.']	[['way', 'a', ['regarding', 'of', ['etc.', ['situations', 'or', 'topics']]], '.'], 'etc']	['etc', ['a', ['of', [['or', 'topics', 'situations'], 'etc.'], 'regarding'], '.', 'way']]	[['a', 'way'], 'of', 'regarding', 'situations', 'or', 'topics', 'etc', '.']
village	a community of people smaller than a town.	['a', 'community', 'of', 'people', 'smaller', 'than', 'a', 'town', '.']	[[['a', 'community'], ['of', 'people']], ['smaller', ['than', ['a', 'town']]], '.']	['community', 'a', ['people', 'of', ['smaller', ['town', 'than', 'a']]], '.']	['a', ['of', [['than', 'a', 'town'], 'smaller'], 'people'], '.', 'community']	[['a', 'community'], 'of', 'people', 'smaller', 'than', ['a', 'town'], '.']
vine	a plant with a weak stem that derives support from climbing, twining, or creeping along a surface.	['a', 'plant', 'with', 'a', 'weak', 'stem', 'that', 'derives', 'support', 'from', 'climbing', ',', 'twining', ',', 'or', 'creeping', 'along', 'a', 'surface', '.']	[['a', 'plant'], ['with', [['a', 'weak', 'stem'], ['that', ['derives', 'support', ['from', ['climbing', ',', 'twining', ',', 'or', ['creeping', ['along', ['a', 'surface']]]]]]]]], '.']	['plant', 'a', ['stem', 'with', 'a', 'weak', ['derives', 'that', ['support', ['climbing', 'from', ',', 'twining', ',', 'or', ['creeping', ['surface', 'along', 'a']]]]]], '.']	['a', ['with', 'a', 'weak', ['that', [['from', ',', 'twining', ',', 'or', [['along', 'a', 'surface'], 'creeping'], 'climbing'], 'support'], 'derives'], 'stem'], '.', 'plant']	[['a', 'plant'], 'with', ['a', 'weak', 'stem'], 'that', 'derives', 'support', 'from', 'climbing', ',', 'twining', ',', 'or', 'creeping', 'along', ['a', 'surface'], '.']
vintage	a season's yield of wine from a vineyard	"['a', 'season', ""'s"", 'yield', 'of', 'wine', 'from', 'a', 'vineyard']"	"[[[['a', 'season', ""'s""], 'yield'], ['of', 'wine']], ['from', ['a', 'vineyard']]]"	"['yield', ['season', 'a', ""'s""], ['wine', 'of'], ['vineyard', 'from', 'a']]"	"[['a', ""'s"", 'season'], ['of', 'wine'], ['from', 'a', 'vineyard'], 'yield']"	"[['a', 'season', ""'s"", 'yield'], 'of', 'wine', 'from', ['a', 'vineyard']]"
vinyl	a univalent chemical radical derived from ethylene.	['a', 'univalent', 'chemical', 'radical', 'derived', 'from', 'ethylene', '.']	[[['a', 'univalent', 'chemical'], 'radical'], ['derived', ['from', 'ethylene']], '.']	['radical', 'a', 'univalent', 'chemical', ['derived', ['ethylene', 'from']], '.']	['a', 'univalent', 'chemical', [['from', 'ethylene'], 'derived'], '.', 'radical']	[['a', 'univalent', 'chemical', 'radical'], 'derived', 'from', 'ethylene', '.']
violet	any of numerous low-growing violas with small flowers.	['any', 'of', 'numerous', 'low-growing', 'violas', 'with', 'small', 'flowers', '.']	['any', ['of', ['numerous', 'low-growing', 'violas']], ['with', ['small', 'flowers']], '.']	['any', ['violas', 'of', 'numerous', 'low-growing'], ['flowers', 'with', 'small'], '.']	[['of', 'numerous', 'low-growing', 'violas'], ['with', 'small', 'flowers'], '.', 'any']	['any', 'of', ['numerous', 'low', '-', 'growing', 'violas'], 'with', ['small', 'flowers'], '.']
walk	the act of traveling by foot.	['the', 'act', 'of', 'traveling', 'by', 'foot', '.']	[['the', 'act'], ['of', ['traveling', ['by', 'foot']]], '.']	['act', 'the', ['traveling', 'of', ['foot', 'by']], '.']	['the', ['of', ['by', 'foot'], 'traveling'], '.', 'act']	[['the', 'act'], 'of', 'traveling', 'by', 'foot', '.']
wall	an architectural partition with a height and length greater than its thickness.	['an', 'architectural', 'partition', 'with', 'a', 'height', 'and', 'length', 'greater', 'than', 'its', 'thickness', '.']	[[['an', 'architectural', 'partition'], ['with', ['a', 'height', 'and', 'length']]], ['greater', ['than', ['its', 'thickness']]], '.']	['partition', 'an', 'architectural', ['height', 'with', 'a', 'and', 'length', ['greater', ['thickness', 'than', 'its']]], '.']	['an', 'architectural', ['with', 'a', 'and', 'length', [['than', 'its', 'thickness'], 'greater'], 'height'], '.', 'partition']	[['an', 'architectural', 'partition'], 'with', ['a', 'height'], 'and', 'length', 'greater', 'than', ['its', 'thickness'], '.']
wash	a thin coat of water-base paint.	['a', 'thin', 'coat', 'of', 'water-base', 'paint', '.']	[['a', 'thin', 'coat'], ['of', ['water-base', 'paint']], '.']	['coat', 'a', 'thin', ['paint', 'of', 'water-base'], '.']	['a', 'thin', ['of', 'water-base', 'paint'], '.', 'coat']	[['a', 'thin', 'coat'], 'of', ['water', '-', 'base', 'paint'], '.']
wasp	a white person of Anglo-Saxon ancestry who belongs to a Protestant denomination.	['a', 'white', 'person', 'of', 'Anglo-Saxon', 'ancestry', 'who', 'belongs', 'to', 'a', 'Protestant', 'denomination', '.']	[['a', 'white', 'person'], ['of', [['Anglo-Saxon', 'ancestry'], ['who', ['belongs', ['to', ['a', 'Protestant', 'denomination']]]]]], '.']	['person', 'a', 'white', ['ancestry', 'of', 'Anglo-Saxon', ['belongs', 'who', ['denomination', 'to', 'a', 'Protestant']]], '.']	['a', 'white', ['of', 'Anglo-Saxon', ['who', ['to', 'a', 'Protestant', 'denomination'], 'belongs'], 'ancestry'], '.', 'person']	[['a', 'white', 'person'], 'of', ['Anglo', '-', 'Saxon', 'ancestry'], 'who', 'belongs', 'to', ['a', 'Protestant', 'denomination'], '.']
water	binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid.	['binary', 'compound', 'that', 'occurs', 'at', 'room', 'temperature', 'as', 'a', 'clear', 'colorless', 'odorless', 'tasteless', 'liquid', '.']	[[['binary', 'compound'], ['that', ['occurs', ['at', ['room', 'temperature']]]]], 'as', [['a', ['clear', 'colorless'], 'odorless'], ['tasteless', 'liquid']], '.']	['compound', 'binary', ['occurs', 'that', ['temperature', 'at', 'room'], ['liquid', 'as', 'a', 'clear', 'colorless', 'odorless', 'tasteless']], '.']	['binary', ['that', ['at', 'room', 'temperature'], ['as', 'a', 'clear', 'colorless', 'odorless', 'tasteless', 'liquid'], 'occurs'], '.', 'compound']	[['binary', 'compound'], 'that', 'occurs', 'at', ['room', 'temperature'], 'as', ['a', 'clear', 'colorless', 'odorless', 'tasteless', 'liquid'], '.']
